idAll_in,Molecule,idMol,State,Mass,Te,omega_e,omega_ex_e,Be,alpha_e,De,Re,D0,IP,Reference_date,Reference,Contributor,Updated_date,id_user
1,AgAl,1,X $^1\\Sigma^+$,21.5440781,0,254.34,1.13,0.12796,0.00076,1.27,2.4728,1.95,\N,OCT 1974,\N,Jesus Perez Rios,2019-09-15,2
2,AgAl,1,B $^1\\Sigma^+$,21.5440781,27459.17,199.85,1.66,0.11706,0.00112,1.6,2.5854,\N,\N,OCT 1974,\N,Jesus Perez Rios,2019-09-15,2
3,AgAl,1,C $^1\\Pi$,21.5440781,31744.8,221.06,\N,0.1225,\N,1.6,2.525,\N,\N,OCT 1974,\N,Jesus Perez Rios,2019-09-15,2
4,AgBi,2,X $0^+$,71.5949106,0,152.14,0.405,0.0198,4E-05,0.0135,3.45,\N,\N,FEB 1975,\N,Jesus Perez Rios,2019-09-15,2
5,AgBi,2,X\' $1$,71.5949106,4185,148.5,0.5,0.0199,5E-05,0.0143,3.44,\N,\N,FEB 1975,\N,Jesus Perez Rios,2019-09-15,2
6,AgBi,2,A $0^+$,71.5949106,16364,144,0.53,0.02,6E-05,0.0153,3.43,\N,\N,FEB 1975,\N,Jesus Perez Rios,2019-09-15,2
7,AgBi,2,B $0^+$,71.5949106,20753,145.29,0.335,\N,\N,\N,\N,\N,\N,FEB 1975,\N,Jesus Perez Rios,2019-09-15,2
8,AgBr,3,X $^1\\Sigma^+$,46.4235609,0,247.72,0.679,0.06341,0.00023,0.17,2.3931,3.1,\N,OCT 1974,\N,Jesus Perez Rios,2019-09-15,2
9,AgBr,3,B $0^+$,46.4235609,31280.43,180.8,4.45,\N,\N,\N,\N,\N,\N,OCT 1974,\N,Jesus Perez Rios,2019-09-15,2
10,AgBr,3,C,46.4235609,43537.4,205,0.74,\N,\N,\N,\N,\N,\N,OCT 1974,\N,Jesus Perez Rios,2019-09-15,2
11,AgCl,4,X $^1\\Sigma$,26.3497888,0,343.49,1.17,0.12298,0.0006,0.63054,2.2808,3.22,\N,OCT 1974,\N,Jesus Perez Rios,2019-09-15,2
12,AgCl,4,B $0^+$,26.3497888,31602.65,278.36,4.047,0.11913,0.00149,0.94,2.3174,\N,\N,OCT 1974,\N,Jesus Perez Rios,2019-09-15,2
13,AgCl,4,C,26.3497888,43525.7,294.1,1.7,\N,\N,\N,\N,\N,\N,OCT 1974,\N,Jesus Perez Rios,2019-09-15,2
14,AgCl,4,D,26.34979,48880,290,\N,\N,\N,\N,\N,\N,\N,OCT 1974,\N,Jesus Perez Rios,2019-09-15,2
15,AgF,5,X $^1\\Sigma^+$,16.1316107,0,513.45,2.593,0.2657,0.00192,2.84,1.9832,3.64,\N,OCT 1974,\N,Jesus Perez Rios,2019-09-15,2
16,AgF,5,A $0^+$,16.1316107,29220,455.39,\N,0.27268,0.00593,3.71,1.9576,\N,\N,OCT 1974,\N,Jesus Perez Rios,2019-09-15,2
17,AgF,5,B $0^+$,16.1316107,31663,373.6,\N,0.25549,\N,4.72,2.0224,\N,\N,OCT 1974,\N,Jesus Perez Rios,2019-09-15,2
18,AgH,6,X $^1\\Sigma^+$,0.99841289,0,1759.9,34.06,6.449,0.201,3.44,1.6181,2.28,\N,OCT 1974,\N,Jesus Perez Rios,2019-09-15,2
19,AgH,6,A $^1\\Sigma^+$,0.99841289,29959,1489.6,87,6.09,0.348,3.89,1.665,\N,\N,OCT 1974,\N,Jesus Perez Rios,2019-09-15,2
20,AgD,7,X $^1\\Sigma^+$,1.97685802,0,1250.7,17.17,3.2572,0.0722,859,1.618,2.31,\N,OCT 1974,\N,Jesus Perez Rios,2019-09-15,2
21,AgD,7,A $^1\\Sigma^+$,1.97685802,29960.04,1160.82,31.73,3.154,0.1,970,1.6443,\N,\N,OCT 1974,\N,Jesus Perez Rios,2019-09-15,2
22,AgI,8,X $^1\\Sigma^+$,58.0247195,0,206.52,0.445,0.04487,0.00014,0.0847,2.5446,2.6,\N,NOV 1974,\N,Jesus Perez Rios,2019-09-15,2
23,AgI,8,B $0^+$,58.0247195,31194.06,127.14,4.255,0.04072,0.00057,0.219,2.6712,\N,\N,NOV 1974,\N,Jesus Perez Rios,2019-09-15,2
24,AlBr,9,X $^1\\Sigma^+$,20.1070892,0,378,1.28,0.15197,0.00086,1.1285,2.294807,4.43,\N,NOV 1975,\N,Jesus Perez Rios,2019-09-15,2
25,AlBr,9,a $^3\\Pi_0$,20.1070892,23647,411.2,1.28,\N,\N,\N,\N,\N,\N,NOV 1975,\N,Jesus Perez Rios,2019-09-15,2
26,AlBr,9,a $^3\\Pi_1$,20.1070892,23779.3,410.32,1.75,0.164,0.001,\N,2.26,\N,\N,NOV 1975,\N,Jesus Perez Rios,2019-09-15,2
27,AlBr,9,A $^1\\Pi$,20.1070892,35879.5,297.2,6.4,0.1555,0.00216,1.8,2.322,\N,\N,NOV 1975,\N,Jesus Perez Rios,2019-09-15,2
28,AlCl,10,X $^1\\Sigma^+$,15.2301459,0,481.3,1.95,0.24393,0.00161,2.5027,2.130113,5.12,\N,NOV 1975,\N,Jesus Perez Rios,2019-09-15,2
29,AlCl,10,a $^3\\Pi$,15.2301459,24528,524.35,2.175,0.25,0.002,\N,2.1,\N,\N,NOV 1975,\N,Jesus Perez Rios,2019-09-15,2
30,AlCl,10,a $^3\\Pi$,15.2301459,24593.84,524.35,2.175,0.25,0.002,\N,2.1,\N,\N,NOV 1975,\N,Jesus Perez Rios,2019-09-15,2
31,AlCl,10,a $^3\\Pi$,15.2301459,24658,524.35,2.175,0.25,0.002,\N,2.1,\N,\N,NOV 1975,\N,Jesus Perez Rios,2019-09-15,2
32,AlCl,10,A $^1\\Pi$,15.2301459,38254,449.96,4.37,0.259,0.006,\N,2.067,\N,\N,NOV 1975,\N,Jesus Perez Rios,2019-09-15,2
33,AlF,11,X $^1\\Sigma^+$,11.148474,0,802.26,4.77,0.55248,0.00498,10.464,1.654369,6.89,9.8,MAR 1976,\N,Jesus Perez Rios,2019-09-15,2
34,AlF,11,a $^3\\Pi$,11.148474,27241,827.8,3.9,0.55703,0.00453,9.82,1.6476,\N,\N,MAR 1976,\N,Jesus Perez Rios,2019-09-15,2
35,AlF,11,A $^1\\Pi$,11.148474,43949.2,803.94,5.99,0.5564,0.00534,10.56,1.6485,\N,\N,MAR 1976,\N,Jesus Perez Rios,2019-09-15,2
36,AlH,12,X $^1\\Sigma^+$,0.97153602,0,1682.56,29.09,6.3907,0.1858,3565,1.6478,3.06,\N,NOV 1975,\N,Jesus Perez Rios,2019-09-15,2
37,AlH,12,C $^1\\Sigma^+$,0.97153602,44676,1575.3,125.5,6.664,0.544,5500,1.6136,\N,\N,NOV 1975,\N,Jesus Perez Rios,2019-09-15,2
38,AlD,13,X $^1\\Sigma^+$,1.87419817,0,1211.95,15.14,3.3186,0.0697,970,1.6463,3.09,\N,NOV 1975,\N,Jesus Perez Rios,2019-09-15,2
39,AlD,13,A $^1\\Pi$,1.87419817,23653,1014.6,86,3.235,0.122,1675,1.667,\N,\N,NOV 1975,\N,Jesus Perez Rios,2019-09-15,2
40,AlO,14,X $^2\\Sigma^+$,10.04195071,0,979.23,6.97,0.64136,0.0058,10.8,1.6179,5.27,9.53,DEC 1975,\N,Jesus Perez Rios,2019-09-15,2
41,AlO,14,A $^2\\Pi$,10.04195071,5341.7,728.5,4.15,0.5333,\N,11,1.7708,\N,\N,DEC 1975,\N,Jesus Perez Rios,2019-09-15,2
42,AlO,14,A $^2\\Pi$,10.04195071,5470.6,728.5,4.15,0.5374,\N,11,1.7708,\N,\N,DEC 1975,\N,Jesus Perez Rios,2019-09-15,2
43,AlS,15,X $^2\\Sigma^+$,14.6327889,0,617.12,3.33,0.2799,0.0018,2.2,2.164,3.84,\N,DEC 1975,\N,Jesus Perez Rios,2019-09-15,2
44,AlS,15,A $^2\\Sigma^+$,14.6327889,23433.8,510.91,1.45,0.2461,0.0012,2.1,2.029,\N,\N,DEC 1975,\N,Jesus Perez Rios,2019-09-15,2
45,AsF,16,X$_1$ $^3\\Sigma^-$,15.1553535,0,685.78,3.12,0.3648,0.0024,4.5,1.736,4.2,9.4,JAN 1976,\N,Jesus Perez Rios,2019-09-15,2
46,AsF,16,X$_2$ $^3\\Sigma^-$,15.1553535,138.7,685.5,2.95,0.3691,0.0028,4.5,1.736,\N,\N,JAN 1976,\N,Jesus Perez Rios,2019-09-15,2
47,AsF,16,a $^1\\Delta$,15.1553535,7053.5,694.44,3.06,0.3707,0.0026,4.4,1.7322,\N,\N,JAN 1976,\N,Jesus Perez Rios,2019-09-15,2
48,AsF,16,b $^1\\Sigma^+$,15.1553535,13648.6,697.34,3.08,0.3719,0.0028,4.7,1.7294,\N,\N,JAN 1976,\N,Jesus Perez Rios,2019-09-15,2
49,AsF,16,A $^3\\Pi_0^-$,15.1553535,25719,412.21,1.32,0.2904,0.0018,6,1.954,\N,\N,JAN 1976,\N,Jesus Perez Rios,2019-09-15,2
50,AsF,16,A $^3\\Pi_0^+$,15.1553535,25751,419.8,\N,0.2914,0.0018,6,1.954,\N,\N,JAN 1976,\N,Jesus Perez Rios,2019-09-15,2
51,AsF,16,A $^3\\Pi_1$,15.1553535,26348,412.13,1.44,0.292,0.002,6,1.954,\N,\N,JAN 1976,\N,Jesus Perez Rios,2019-09-15,2
52,AsF,16,A $^3\\Pi_2$,15.1553535,27152,412.28,1.43,0.2918,0.002,6,1.954,\N,\N,JAN 1976,\N,Jesus Perez Rios,2019-09-15,2
53,AsN,17,X $^1\\Sigma^+$,11.7979936,0,1068.54,5.41,0.54551,0.00337,5.3,1.6184,\N,\N,FEB 1976,\N,Jesus Perez Rios,2019-09-15,2
54,AsN,17,A $^1\\Pi$,11.7979936,35999.7,853.3,8.24,0.5018,0.009,6.6,1.687,\N,\N,FEB 1976,\N,Jesus Perez Rios,2019-09-15,2
55,AsO,18,X $^2\\Pi$,13.18093446,0,967.08,4.85,0.48482,0.0033,4.9,1.6236,\N,\N,FEB 1976,\N,Jesus Perez Rios,2019-09-15,2
56,AsO,18,X $^2\\Pi$,13.18093446,1025.97,965.9,4.909,0.48552,0.00332,4.9,1.6236,4.98,\N,FEB 1976,\N,Jesus Perez Rios,2019-09-15,2
57,AsO,18,A\' $^2\\Pi$,13.18093446,26168.4,633.23,2.895,0.37124,0.00262,5,1.8553,\N,\N,FEB 1976,\N,Jesus Perez Rios,2019-09-15,2
58,AsO,18,A\' $^2\\Pi$,13.18093446,26485.2,630.3,3.006,0.37183,0.0027,5,1.8553,\N,\N,FEB 1976,\N,Jesus Perez Rios,2019-09-15,2
59,AsO,18,A $^2\\Sigma^+$,13.18093446,31652.45,686.68,10.78,0.4624,0.0071,8.56,1.6631,\N,\N,FEB 1976,\N,Jesus Perez Rios,2019-09-15,2
60,AsP,19,X $^1\\Sigma^+$,21.914122,0,604.02,1.98,0.1925,0.0008,0.78,1.999,\N,\N,FEB 1976,\N,Jesus Perez Rios,2019-09-15,2
61,AsP,19,A $^1\\Pi$,21.914122,32417.05,475.52,2.12,0.1744,0.0009,1.1,2.1,\N,\N,FEB 1976,\N,Jesus Perez Rios,2019-09-15,2
62,AuAl,20,X $^1\\Sigma^+$,23.7307715,0,333,1.163,0.12991,0.00067,0.718,2.3384,3.34,\N,NOV 1974,\N,Jesus Perez Rios,2019-09-15,2
63,AuAl,20,A $0^+$,23.7307715,16265.06,347.96,1.854,0.13646,0.00085,0.78,2.2816,\N,\N,NOV 1974,\N,Jesus Perez Rios,2019-09-15,2
64,AuBe,21,X $^2\\Sigma^+$,8.617873,0,607.68,3.53,0.46074,0.004,10.4,2.0605,\N,\N,NOV 1974,\N,Jesus Perez Rios,2019-09-15,2
65,AuBe,21,A $^2\\Sigma^+$,8.617873,17171.04,655.44,3.595,0.49264,0.00463,10.9,1.9927,\N,\N,NOV 1974,\N,Jesus Perez Rios,2019-09-15,2
66,AuH,22,X $^1\\Sigma^+$,1.0026947,0,2305.1,43.12,7.2401,0.2136,2790,1.5239,3.22,\N,NOV 1974,\N,Jesus Perez Rios,2019-09-15,2
67,AuH,22,A $0^+$,1.0026947,27665.7,1669.55,55.06,6.0069,0.249,3240,1.673,\N,\N,NOV 1974,\N,Jesus Perez Rios,2019-09-15,2
68,AuD,22,X $^1\\Sigma^+$,1.99371527,0,1634.98,21.655,3.6415,0.07614,709,1.5238,3.26,\N,NOV 1974,\N,Jesus Perez Rios,2019-09-15,2
69,AuD,22,A $0^+$,1.99371527,27644.1,1195.24,34.813,3.0352,0.0963,790,1.6691,\N,\N,NOV 1974,\N,Jesus Perez Rios,2019-09-15,2
70,AuMg,23,X $^2\\Sigma^+$,21.3813864,0,307.9,1.1,0.1324,0.00073,1.02,2.4427,\N,\N,NOV 1974,\N,Jesus Perez Rios,2019-09-15,2
71,AuMg,23,A $^2\\Sigma^+$,21.3813864,18392.7,341.7,3.3,0.14201,\N,1.06,2.3562,\N,\N,NOV 1974,\N,Jesus Perez Rios,2019-09-15,2
72,BaF,24,X $^2\\Sigma^+$,16.6980158,0,468.9,1.79,0.21585,0.0012,1.75,2.1627,6.05,4.85,FEB 1976,\N,Jesus Perez Rios,2019-09-15,2
73,BaF,24,A $^2\\Pi$,16.6980158,11646.9,435.5,1.68,0.2118,0.0011,\N,2.183,\N,\N,FEB 1976,\N,Jesus Perez Rios,2019-09-15,2
74,BaF,24,A $^2\\Pi$,16.6980158,12278.2,436.7,1.82,0.2119,0.0012,2.08,2.183,\N,\N,FEB 1976,\N,Jesus Perez Rios,2019-09-15,2
75,BaH,25,X $^2\\Sigma^+$,1.00051337,0,1168.31,14.5,3.38285,0.06599,1126.7,2.23175,\N,\N,FEB 1976,\N,Jesus Perez Rios,2019-09-15,2
76,BaH,25,A $^2\\Pi_{0.5}$,1.00051337,9457.45,1110.55,15.29,3.27887,0.07283,1210,2.249,1.95,\N,FEB 1976,\N,Jesus Perez Rios,2019-09-15,2
77,BaH,25,A $^2\\Pi_{1.5}$,1.00051337,9939.82,1109.98,13.59,3.322,0.082,1322,2.249,\N,\N,FEB 1976,\N,Jesus Perez Rios,2019-09-15,2
78,BaD,26,X $^2\\Sigma^+$,1.98510975,0,829.77,7.32,1.7071,0.02363,287.7,2.2304,1.97,\N,FEB 1976,\N,Jesus Perez Rios,2019-09-15,2
79,BaD,26,A $^2\\Pi_{0.5}$,1.98510975,9456.2,788.85,7.67,1.6475,0.0259,294,2.259,\N,\N,FEB 1976,\N,Jesus Perez Rios,2019-09-15,2
80,BaD,26,A $^2\\Pi_{1.5}$,1.98510975,9938.34,791.23,7.8,1.65983,0.0271,310,2.259,\N,\N,FEB 1976,\N,Jesus Perez Rios,2019-09-15,2
81,BaO,27,X $^1\\Sigma^+$,14.33256,0,669.76,2.028,0.31261,0.00139,2.724,1.939692,5.79,6.91,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
82,BaO,27,A $^1\\Sigma^+$,14.3325598,16807.2,499.7,1.64,0.25832,0.00107,2.8,2.1338,\N,\N,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
83,BaO,27,a $^3\\Pi_0^+$,14.3325598,17393,\N,\N,\N,\N,\N,2.289,\N,\N,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
84,BaO,27,a $^3\\Pi_1$,14.3325598,17442,445,4.5,0.2254,\N,\N,2.289,\N,\N,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
85,BaO,27,a $^3\\Pi_2$,14.3325598,17586.5,449,2.5,0.2254,0.00138,\N,2.289,\N,\N,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
86,BaS,28,X $^1\\Sigma^+$,25.9547097,0,379.42,0.8842,0.10331,0.00032,0.306,2.5074,4.36,\N,MAR 1976,\N,Jesus Perez Rios,2019-09-15,2
87,BaS,28,A $^1\\Sigma^+$,25.9547097,14493,294.3,3.08,0.09353,0.00072,\N,2.635,\N,\N,MAR 1976,\N,Jesus Perez Rios,2019-09-15,2
88,BBr,29,X $^1\\Sigma^+$,9.66150161,0,684.31,3.52,0.4894,0.0035,10,1.8882,4.49,\N,MAR 1976,\N,Jesus Perez Rios,2019-09-15,2
89,BBr,29,a $^3\\Pi_0^+$,9.66150161,18673.83,759.8,4.8,0.5062,0.0036,\N,\N,\N,\N,MAR 1976,\N,Jesus Perez Rios,2019-09-15,2
90,BBr,29,a $^3\\Pi_1$,9.66150161,18851.48,757.1,4.81,0.5083,0.0036,9.3,1.853,\N,\N,MAR 1976,\N,Jesus Perez Rios,2019-09-15,2
91,BBr,29,a $^3\\Pi_2$,9.66150161,\N,\N,\N,\N,\N,\N,\N,\N,\N,MAR 1976,\N,Jesus Perez Rios,2019-09-15,2
92,BBr,29,A $^1\\Pi$,9.66150161,33935.3,637.63,17.58,0.496,0.009,12.8,1.87,\N,\N,MAR 1976,\N,Jesus Perez Rios,2019-09-15,2
93,BCl,30,X $^1\\Sigma^+$,8.37316664,0,839.12,5.11,0.6838,0.00646,17.2,1.7159,5.5,\N,MAR 1976,\N,Jesus Perez Rios,2019-09-15,2
94,BCl,30,a $^3\\Pi_1$,8.37316664,20200,911,5.7,0.6986,0.0047,\N,1.698,\N,\N,MAR 1976,\N,Jesus Perez Rios,2019-09-15,2
95,BCl,30,A $^1\\Pi$,8.37316664,36750.92,849.04,11.37,0.7054,0.0082,16,1.6894,\N,\N,MAR 1976,\N,Jesus Perez Rios,2019-09-15,2
96,BeBr,31,X $^2\\Sigma^+$,8.0885053,0,715,3.8,0.5459,\N,13.1,1.953,\N,\N,APR 1976,\N,Jesus Perez Rios,2019-09-15,2
97,BeBr,31,A $^2\\Pi$,8.0885053,26353,702,4.4,0.5332,\N,13.1,1.976,\N,\N,APR 1976,\N,Jesus Perez Rios,2019-09-15,2
98,BeBr,31,A $^2\\Pi$,8.0885053,26554,695,5.2,0.5332,\N,13.1,1.976,\N,\N,APR 1976,\N,Jesus Perez Rios,2019-09-15,2
99,BeCl,32,X $^2\\Sigma^+$,7.1654906,0,846.7,4.85,0.7285,0.0069,25,1.7971,\N,\N,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
100,BeCl,32,A $^2\\Pi$,7.1654906,27992,822.11,5.24,0.7094,0.0068,23,1.8211,\N,\N,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
101,BeF,33,X $^2\\Sigma^+$,6.112585,0,1247.36,9.12,1.48893,0.0176,8.28,1.361,5.85,\N,APR 1976,\N,Jesus Perez Rios,2019-09-15,2
102,BeF,33,A $^2\\Pi$,6.112585,33233.7,1154.67,8.78,1.42024,0.0175,8.4,1.3935,\N,\N,APR 1976,\N,Jesus Perez Rios,2019-09-15,2
103,BeH,34,X $^2\\Sigma^+$,0.90645687,0,2060.78,36.31,10.3164,0.303,10221,1.3426,2.034,8.21,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
104,BeH,34,A $^2\\Pi$,0.90645687,20033.19,2088.58,40.14,10.4567,0.3222,10410,1.3336,\N,\N,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
105,BeD,35,X $^2\\Sigma^+$,1.64619882,0,1530.32,20.71,5.6872,0.1225,3.138,1.3419,2.066,\N,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
106,BeD,35,A $^2\\Pi$,1.64619882,20036.11,1551.13,23,5.7614,0.1344,3.181,1.3332,\N,\N,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
107,BeT,36,X $^2\\Sigma^+$,2.25978267,0,1305,15,4.142,0.064,1670,1.342,2.08,\N,APR 1976,\N,Jesus Perez Rios,2019-09-15,2
108,BeT,36,A $^2\\Pi$,2.25978267,20037.91,1322,16,4.192,0.068,1660,1.334,\N,\N,APR 1976,\N,Jesus Perez Rios,2019-09-15,2
109,BeI,37,X $^2\\Sigma^+$,8.4146148,0,611.7,1.6,0.4219,\N,8,2.1791,\N,\N,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
110,BeI,37,A $^2\\Pi_{0.5}$,8.4146148,23544.7,603.8,2.1,0.4216,\N,7.3,2.1799,\N,\N,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
111,BeI,37,A $^2\\Pi_{1.5}$,8.4146148,\N,\N,\N,0.4182,\N,8.2,2.1887,\N,\N,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
112,BeO,38,X $^1\\Sigma^+$,5.76432735,0,1487.32,11.83,1.651,0.019,82,1.3309,4.6,\N,APR 1976,\N,Jesus Perez Rios,2019-09-15,2
113,BeO,38,a $^3\\Pi$,5.76432735,8480,\N,\N,\N,\N,\N,\N,\N,\N,APR 1976,\N,Jesus Perez Rios,2019-09-15,2
114,BeO,38,A $^1\\Pi$,5.76432735,9405.61,1144.24,8.415,1.3661,0.01628,77.9,1.4631,\N,\N,APR 1976,\N,Jesus Perez Rios,2019-09-15,2
115,BeS,39,X $^1\\Sigma$,7.0304599,0,997.94,6.137,0.79059,0.00664,20,1.74153,3.8,\N,APR 1976,\N,Jesus Perez Rios,2019-09-15,2
116,BeS,39,A $^1\\Pi$,7.0304599,7960.1,762.46,4.12,0.659,0.00605,20,1.9075,\N,\N,APR 1976,\N,Jesus Perez Rios,2019-09-15,2
117,BF,40,X $^1\\Sigma^+$,6.97018325,0,1402.13,11.84,1.50724,0.0198,76,1.26259,7.81,11.115,APR 1976,\N,Jesus Perez Rios,2019-09-15,2
118,BF,40,a $^3\\Pi$,6.97018325,29144.3,1323.86,9.2,1.4135,0.0158,63,1.3081,\N,\N,APR 1976,\N,Jesus Perez Rios,2019-09-15,2
119,BF,40,A $^1\\Pi$,6.97018325,51157.45,1264.96,12.53,1.4227,0.018,73,1.3038,\N,\N,APR 1976,\N,Jesus Perez Rios,2019-09-15,2
120,BH,41,X $^1\\Sigma^+$,0.92330324,0,2366.9,49.395,12.021,0.412,12420,1.2324,3.42,9.77,APR 1976,\N,Jesus Perez Rios,2019-09-15,2
121,BH,41,a $^3\\Pi$,0.92330324,\N,\N,\N,12.2667,\N,12200,1.2006,\N,\N,APR 1976,\N,Jesus Perez Rios,2019-09-15,2
122,BH,41,A $^1\\Pi$,0.92330324,23135.8,2250.99,56.665,12.2952,0.8346,14510,1.2186,\N,\N,APR 1976,\N,Jesus Perez Rios,2019-09-15,2
123,BD,42,X $^1\\Sigma^+$,1.70262163,0,1703.26,28,6.542,0.171,4200,1.2302,3.46,\N,APR 1976,\N,Jesus Perez Rios,2019-09-15,2
124,BD,42,A $^1\\Pi$,1.70262163,23142,1594.08,43,6.648,0.28,4030,1.2204,\N,\N,APR 1976,\N,Jesus Perez Rios,2019-09-15,2
125,BiBr,43,X $0^+$,57.2853673,0,209.5,0.45,0.04322,0.00013,0.07347,2.609503,\N,\N,MAY 1976,\N,Jesus Perez Rios,2019-09-15,2
126,BiBr,43,A $0^+$,57.2853673,20532,135.91,0.534,0.0364,0.00025,\N,2.84,\N,\N,MAY 1976,\N,Jesus Perez Rios,2019-09-15,2
127,BiCl,44,X $0^+$,29.9562508,0,308.4,0.96,0.0921,\N,0.31,2.472,3.08,\N,MAY 1976,\N,Jesus Perez Rios,2019-09-15,2
128,BiCl,44,A $0^+$,29.9562508,21801.8,220.3,2.47,0.07927,\N,0.39,2.664,\N,\N,MAY 1976,\N,Jesus Perez Rios,2019-09-15,2
129,BiH,45,X $0^+$,1.00298823,0,1635.73,31.6,5.137,0.148,1830,1.805,2.9,\N,MAY 1976,\N,Jesus Perez Rios,2019-09-15,2
130,BiH,45,A $1$,1.00298823,4917.1,1669.16,35.4,5.2386,0.1546,1904,1.7912,\N,\N,MAY 1976,\N,Jesus Perez Rios,2019-09-15,2
131,BiD,46,X $0^+$,1.994887609,0,1173.32,16.1,2.592,0.054,506,1.804,\N,\N,MAY 1976,\N,Jesus Perez Rios,2019-09-15,2
132,BiD,46,A $1$,1.994887609,4916,1206.9,19,2.6084,0.058,493,1.79,\N,\N,MAY 1976,\N,Jesus Perez Rios,2019-09-15,2
133,BiO,47,X $^2\\Pi_{0.5}$,14.85773557,0,692.4,4.34,0.3034,0.0022,2.21,1.934,3.47,\N,MAY 1976,\N,Jesus Perez Rios,2019-09-15,2
134,BiO,47,X $^2\\Pi_{1.5}$,14.85773557,8000,\N,\N,\N,\N,\N,\N,\N,\N,MAY 1976,\N,Jesus Perez Rios,2019-09-15,2
135,BiO,47,A $^2\\Pi_{0.5}$,14.85773557,14187,508.8,2.78,0.24715,0.00167,2.33,2.1426,\N,\N,MAY 1976,\N,Jesus Perez Rios,2019-09-15,2
136,BiS,48,X $^2\\Pi$,27.7296867,0,408.71,1.46,0.11276,0.00049,0.334,2.3194,3.17,\N,MAY 1976,\N,Jesus Perez Rios,2019-09-15,2
137,BiS,48,A $^2\\Pi$,27.7296867,13343.9,303.74,1.159,0.09258,0.00042,0.35,2.563,\N,\N,MAY 1976,\N,Jesus Perez Rios,2019-09-15,2
138,BN,49,X $^3\\Pi$,6.16351276,0,1514.6,12.3,1.666,0.025,81,1.281,\N,\N,JUN 1976,\N,Jesus Perez Rios,2019-09-15,2
139,BN,49,A $^3\\Pi$,6.16351276,27875,1317.6,14.9,1.555,0.01,87,1.326,\N,\N,JUN 1976,\N,Jesus Perez Rios,2019-09-15,2
140,B0,50,X $^2\\Sigma^+$,6.52094009,0,1885.69,11.81,1.782,0.0166,63.2,1.2045,8.28,\N,JUN 1976,\N,Jesus Perez Rios,2019-09-15,2
141,B0,50,A $^2\\Pi$,6.52094009,23833.7,\N,\N,1.4018,\N,76.3,1.3533,\N,\N,JUN 1976,\N,Jesus Perez Rios,2019-09-15,2
142,B0,50,A $^2\\Pi$,6.52094009,23958.76,1260.7,11.157,1.4018,0.0196,76.3,1.3533,\N,\N,JUN 1976,\N,Jesus Perez Rios,2019-09-15,2
143,BS,51,X $^2\\Sigma^+$,8.18936774,0,1180.17,6.31,0.79489,0.00605,14,1.6092,6.01,\N,JUN 1976,\N,Jesus Perez Rios,2019-09-15,2
144,BS,51,A $^2\\Pi$,8.18936774,15876,753.16,4.67,0.6185,0.0059,16.9,1.8182,\N,\N,JUN 1976,\N,Jesus Perez Rios,2019-09-15,2
145,BS,51,A $^2\\Pi$,8.18936774,16209.7,753.61,4.67,0.6209,0.0059,16.9,1.8182,\N,\N,JUN 1976,\N,Jesus Perez Rios,2019-09-15,2
146,CaF,52,X $^2\\Sigma^+$,12.8767412,0,581.1,2.74,0.3385,0.0026,4.5,1.967,5.48,\N,JUL 1976,\N,Jesus Perez Rios,2019-09-15,2
147,CaF,52,A $^2\\Pi$,12.8767412,16489.8,586.8,3.427,0.3436,0.0028,4.6,1.952,\N,\N,JUL 1976,\N,Jesus Perez Rios,2019-09-15,2
148,CaF,52,A $^2\\Pi$,12.8767412,16562.3,593.4,3.113,0.3436,0.0028,4.6,1.952,\N,\N,JUL 1976,\N,Jesus Perez Rios,2019-09-15,2
149,CaH,53,X $^2\\Sigma^+$,0.98303388,0,1298.34,19.1,4.2766,0.097,1837,2.0025,1.7,5.86,JUL 1976,\N,Jesus Perez Rios,2019-09-15,2
150,CaH,53,A $^2\\Pi$,0.98303388,14413,1333,20,4.34769,0.106,1883,1.974,\N,\N,JUL 1976,\N,Jesus Perez Rios,2019-09-15,2
151,CaO,54,X $^1\\Sigma^+$,11.42292245,0,732.11,4.81,0.44452,0.00338,6.58,1.8221,4.76,\N,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
152,CaO,54,a $^3\\Pi$,11.42292245,8313,556,3.3,0.335,0.0015,\N,2.099,\N,\N,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
153,CaO,54,A\' $^1\\Pi$,11.42292245,8433,545.7,2.54,0.337,0.0021,\N,2.093,\N,\N,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
